Village Name,Gram Panchayat,TALUK,district
Chikkapadmaghatta,Kappalamadugu,Mulbagal ,YADGIR
Dombarapalli,Mudinadagu,Srinivaspur ,YADGIR
Reddihalli,Kammasandra,Bangarpet ,YADGIR
Madderi,Madderi,Kolar ,YADGIR
Venkatarajanahalli,Huladenahalli,Malur ,YADGIR
Hosahalli,Kappalamadugu,Mulbagal ,YADGIR
Guntapalli,Mudinadagu,Srinivaspur ,YADGIR
Thammenhalli,Kammasandra,Bangarpet ,YADGIR
Madderi Mallandahalli,Madderi,Kolar ,YADGIR
Arasanahalli,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Kappalamadagu,Kappalamadugu,Mulbagal ,YADGIR
Kothapalli,Mudinadagu,Srinivaspur ,YADGIR
Thippaboyenahalli,Kammasandra,Bangarpet ,YADGIR
Maniyanahalli,Madderi,Kolar ,YADGIR
Barugur,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
N Vaddahalli,Kappalamadugu,Mulbagal ,YADGIR
Kottevaripalli,Mudinadagu,Srinivaspur ,YADGIR
Yerranaganahalli,Kammasandra,Bangarpet ,YADGIR
Pacharlahalli,Madderi,Kolar ,YADGIR
Chandanahalli,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Padmaghatta,Kappalamadugu,Mulbagal ,YADGIR
M Thummalapalli,Mudinadagu,Srinivaspur ,YADGIR
Deverahalli,Kangandlahalli,Bangarpet ,YADGIR
Pindipapanahalli,Madderi,Kolar ,YADGIR
Hulimangalahosakote,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Seegehalli,Kappalamadugu,Mulbagal ,YADGIR
Malamotakpalli,Mudinadagu,Srinivaspur ,YADGIR
Gollaguruanahalli,Kangandlahalli,Bangarpet ,YADGIR
Seethappanahalli,Madderi,Kolar ,YADGIR
Koppathimmanahalli,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Srirangapura,Kappalamadugu,Mulbagal ,YADGIR
Mudimadugu,Mudinadagu,Srinivaspur ,YADGIR
Ihvarahalli,Kangandlahalli,Bangarpet ,YADGIR
Balagere,Madanahalli,Kolar ,YADGIR
Krishnapura,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Bhumanahalli,Kurudamale,Mulbagal ,YADGIR
Vyapalahalli,Mudinadagu,Srinivaspur ,YADGIR
Kachimittahalli,Kangandlahalli,Bangarpet ,YADGIR
Madanahalli,Madanahalli,Kolar ,YADGIR
Lakkurhosahalli,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Chalumanayakanahalli,Kurudamale,Mulbagal ,YADGIR
Attikunte,Muttakapali,Srinivaspur ,YADGIR
Kangandlahalli,Kangandlahalli,Bangarpet ,YADGIR
Mullahalli,Madanahalli,Kolar ,YADGIR
Pura,Hulimangala Hosakote H Hosakote,Malur ,YADGIR
Duggasandra,Kurudamale,Mulbagal ,YADGIR
Channaiahgaripalli,Muttakapali,Srinivaspur ,YADGIR
Kannur,Kangandlahalli,Bangarpet ,YADGIR
Ramapura,Madanahalli,Kolar ,YADGIR
Chavvenahalli,Hungenahalli,Malur ,YADGIR
Jangama Kannasandra,Kurudamale,Mulbagal ,YADGIR
Ganganatta,Muttakapali,Srinivaspur ,YADGIR
Kasireddigandlahalli,Kangandlahalli,Bangarpet ,YADGIR
Settimadamangala,Madanahalli,Kolar ,YADGIR
Chikkakadathur,Hungenahalli,Malur ,YADGIR
Kurudamale,Kurudamale,Mulbagal ,YADGIR
Gijiganahalli,Muttakapali,Srinivaspur ,YADGIR
Mothakapalli,Kangandlahalli,Bangarpet ,YADGIR
Settivarahalli,Madanahalli,Kolar ,YADGIR
Chikkasabbenahalli,Hungenahalli,Malur ,YADGIR
Kusandra,Kurudamale,Mulbagal ,YADGIR
Jokunte,Muttakapali,Srinivaspur ,YADGIR
Thathareddihalli,Kangandlahalli,Bangarpet ,YADGIR
Velagalaburre,Madanahalli,Kolar ,YADGIR
Doddakadathur,Hungenahalli,Malur ,YADGIR
Lingapura,Kurudamale,Mulbagal ,YADGIR
Kallukunte,Muttakapali,Srinivaspur ,YADGIR
Thimmapura,Kangandlahalli,Bangarpet ,YADGIR
Adikethota,Kyalanur,Kolar ,YADGIR
Hungenahalli,Hungenahalli,Malur ,YADGIR
Madaghatta,Kurudamale,Mulbagal ,YADGIR
Karangi,Muttakapali,Srinivaspur ,YADGIR
Thongalakuppa,Kangandlahalli,Bangarpet ,YADGIR
K G Mylasandra,Kyalanur,Kolar ,YADGIR
Lingapura,Hungenahalli,Malur ,YADGIR
Siddaghatta,Kurudamale,Mulbagal ,YADGIR
Matakansandra,Muttakapali,Srinivaspur ,YADGIR
Veerasandra,Kangandlahalli,Bangarpet ,YADGIR
Kyalanur,Kyalanur,Kolar ,YADGIR
Maliyappanahalli,Hungenahalli,Malur ,YADGIR
Tavarekere,Kurudamale,Mulbagal ,YADGIR
Muthakapalli,Muttakapali,Srinivaspur ,YADGIR
Karahalli,Karahalli,Bangarpet ,YADGIR
Kyalanur Amanikere,Kyalanur,Kolar ,YADGIR
Obalapura,Hungenahalli,Malur ,YADGIR
Vittalapura,Kurudamale,Mulbagal ,YADGIR
Narayanapura,Muttakapali,Srinivaspur ,YADGIR
Kavaraganahalli,Karahalli,Bangarpet ,YADGIR
Mylasandra Amanikere,Kyalanur,Kolar ,YADGIR
Vardenahalli,Hungenahalli,Malur ,YADGIR
Batuvarahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Pathamuthakapalli,Muttakapali,Srinivaspur ,YADGIR
Margal,Karahalli,Bangarpet ,YADGIR
Sarkari Kyalanur,Kyalanur,Kolar ,YADGIR
Chowdadenahalli,Jayamangala,Malur ,YADGIR
Belaganehalli,Mallanayakanahalli,Mulbagal ,YADGIR
Payaregaripalli,Muttakapali,Srinivaspur ,YADGIR
Nernahalli,Karahalli,Bangarpet ,YADGIR
Chandrasekarapura,Kurugal,Kolar ,YADGIR
Gonur,Jayamangala,Malur ,YADGIR
Bevanatha,Mallanayakanahalli,Mulbagal ,YADGIR
Peddapalli,Muttakapali,Srinivaspur ,YADGIR
Yelaburgi,Karahalli,Bangarpet ,YADGIR
Gudigondanahalli,Kurugal,Kolar ,YADGIR
Jayamangala,Jayamangala,Malur ,YADGIR
D Kurubarahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Rajagundlapalli,Muttakapali,Srinivaspur ,YADGIR
Benganur,Kesaranahalli,Bangarpet ,YADGIR
Harjenahalli,Kurugal,Kolar ,YADGIR
Minasandra,Jayamangala,Malur ,YADGIR
Dommasandra,Mallanayakanahalli,Mulbagal ,YADGIR
Ramapura,Muttakapali,Srinivaspur ,YADGIR
Desihlli,Kesaranahalli,Bangarpet ,YADGIR
Korati Mallandahalli,Kurugal,Kolar ,YADGIR
Seegepura,Jayamangala,Malur ,YADGIR
J Agrahara,Mallanayakanahalli,Mulbagal ,YADGIR
Vadigepalli K,Muttakapali,Srinivaspur ,YADGIR
Keelukoppa,Kesaranahalli,Bangarpet ,YADGIR
Kurugal,Kurugal,Kolar ,YADGIR
Siddanahalli,Jayamangala,Malur ,YADGIR
Mallanayakanahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Yammanuru,Muttakapali,Srinivaspur ,YADGIR
Kesaranhalli,Kesaranahalli,Bangarpet ,YADGIR
Madivala,Kurugal,Kolar ,YADGIR
Sonnur,Jayamangala,Malur ,YADGIR
Mopurahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Anchiganahalli,Nanbihalli,Srinivaspur ,YADGIR
Maravahalli,Kesaranahalli,Bangarpet ,YADGIR
Maliyappanahalli,Kurugal,Kolar ,YADGIR
Thalakunte,Jayamangala,Malur ,YADGIR
Puttenahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Aramakalahalli,Nanbihalli,Srinivaspur ,YADGIR
Thatnahalli,Kesaranahalli,Bangarpet ,YADGIR
Manchandahalli,Kurugal,Kolar ,YADGIR
Agalakote,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Thimmapura,Mallanayakanahalli,Mulbagal ,YADGIR
C Hosuru,Nanbihalli,Srinivaspur ,YADGIR
Appenahalli,Ketaganahalli,Bangarpet ,YADGIR
Ammerahalli,Kondarajanahalli,Kolar ,YADGIR
Balleri,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Vajranagenahalli,Mallanayakanahalli,Mulbagal ,YADGIR
Chiruvanahalli,Nanbihalli,Srinivaspur ,YADGIR
Boyinahalli,Ketaganahalli,Bangarpet ,YADGIR
Bettadahosahalli,Kondarajanahalli,Kolar ,YADGIR
Basapura,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Achampalli,Mothakapalli,Mulbagal ,YADGIR
Chowdanahalli,Nanbihalli,Srinivaspur ,YADGIR
Boyisonnenahalli,Ketaganahalli,Bangarpet ,YADGIR
Kondarajanahalli,Kondarajanahalli,Kolar ,YADGIR
Halliganahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Chamanayakanahalli,Mothakapalli,Mulbagal ,YADGIR
Dwarasandra,Nanbihalli,Srinivaspur ,YADGIR
Chintagumnahalli,Ketaganahalli,Bangarpet ,YADGIR
Paparajanahalli,Kondarajanahalli,Kolar ,YADGIR
Hunasikote,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Jangamahosahalli,Mothakapalli,Mulbagal ,YADGIR
Nambihalli,Nanbihalli,Srinivaspur ,YADGIR
Dimbaladebbanahalli,Ketaganahalli,Bangarpet ,YADGIR
Sangondahalli,Kondarajanahalli,Kolar ,YADGIR
Janganahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Jowgupalli,Mothakapalli,Mulbagal ,YADGIR
Settihalli,Nanbihalli,Srinivaspur ,YADGIR
Doddamarihalli,Ketaganahalli,Bangarpet ,YADGIR
Bheemapura,Janna Ghatta,Kolar ,YADGIR
Kadirenahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Korevenuru,Mothakapalli,Mulbagal ,YADGIR
Siddanahalli,Nanbihalli,Srinivaspur ,YADGIR
Kanthepura,Ketaganahalli,Bangarpet ,YADGIR
Bommasandra,Janna Ghatta,Kolar ,YADGIR
Karadagurki,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Kuppampalya,Mothakapalli,Mulbagal ,YADGIR
Varatanahalli,Nanbihalli,Srinivaspur ,YADGIR
Kethaganahalli,Ketaganahalli,Bangarpet ,YADGIR
Gottihalli,Janna Ghatta,Kolar ,YADGIR
Kavalagiriyanahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Madderi,Mothakapalli,Mulbagal ,YADGIR
Y Hosakote,Nanbihalli,Srinivaspur ,YADGIR
Makarahalli,Ketaganahalli,Bangarpet ,YADGIR
Gowdahalli,Janna Ghatta,Kolar ,YADGIR
Kondarajanahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Madivala,Mothakapalli,Mulbagal ,YADGIR
Yaluvakunte,Nanbihalli,Srinivaspur ,YADGIR
Muduguli,Ketaganahalli,Bangarpet ,YADGIR
Jangamagurjenahalli,Janna Ghatta,Kolar ,YADGIR
Kugatiganahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Meltayalur,Mothakapalli,Mulbagal ,YADGIR
Buragamakalapalli,Nelavanki,Srinivaspur ,YADGIR
Nallaguttahalli,Ketaganahalli,Bangarpet ,YADGIR
Jannaghatta,Janna Ghatta,Kolar ,YADGIR
Ullerahalli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Mindahalli,Mothakapalli,Mulbagal ,YADGIR
Chakapalli,Nelavanki,Srinivaspur ,YADGIR
Paravanahalli,Ketaganahalli,Bangarpet ,YADGIR
Kallur,Janna Ghatta,Kolar ,YADGIR
Vurugurki,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Mothakapalli,Mothakapalli,Mulbagal ,YADGIR
Chikkarangepalli,Nelavanki,Srinivaspur ,YADGIR
Pitchahalli,Ketaganahalli,Bangarpet ,YADGIR
Obenahalli,Janna Ghatta,Kolar ,YADGIR
Yagnavadani,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Somarasanahalli,Mothakapalli,Mulbagal ,YADGIR
Chilakalanatha,Nelavanki,Srinivaspur ,YADGIR
Puttrasonnenahalli,Ketaganahalli,Bangarpet ,YADGIR
Thurandahalli,Janna Ghatta,Kolar ,YADGIR
Yaluvaguli,Kavala Giriyana Halli K G Halli,Malur ,YADGIR
Sunnangur,Mothakapalli,Mulbagal ,YADGIR
Doddabandarlahalli,Nelavanki,Srinivaspur ,YADGIR
Tavarekere,Ketaganahalli,Bangarpet ,YADGIR
Aralimaradahosahalli,Itharasanahalli,Kolar ,YADGIR
Agara,Kondasettihalli,Malur ,YADGIR
Tayalur Amanikere,Mothakapalli,Mulbagal ,YADGIR
Gollapalli K,Nelavanki,Srinivaspur ,YADGIR
Ukkarahalli,Ketaganahalli,Bangarpet ,YADGIR
Bennangur,Itharasanahalli,Kolar ,YADGIR
Anepura,Kondasettihalli,Malur ,YADGIR
Chikkagollahalli,Mudigere,Mulbagal ,YADGIR
Gorivimakalapalli,Nelavanki,Srinivaspur ,YADGIR
Baluvanahalli,Kysamballi,Bangarpet ,YADGIR
Chikka Kurubarahalli,Itharasanahalli,Kolar ,YADGIR
Byrathanahalli,Kondasettihalli,Malur ,YADGIR
Chinnabalepalli,Mudigere,Mulbagal ,YADGIR
Gundedu,Nelavanki,Srinivaspur ,YADGIR
Billerahalli,Kysamballi,Bangarpet ,YADGIR
Chillapalli,Itharasanahalli,Kolar ,YADGIR
Chinnapaganahalli,Kondasettihalli,Malur ,YADGIR
Chokkapalli,Mudigere,Mulbagal ,YADGIR
Jalagundlapalli,Nelavanki,Srinivaspur ,YADGIR
Buchepalli,Kysamballi,Bangarpet ,YADGIR
Chillapalli Amanikere,Itharasanahalli,Kolar ,YADGIR
Hosahalli,Kondasettihalli,Malur ,YADGIR
Doddagollahalli,Mudigere,Mulbagal ,YADGIR
Koppavaripalli,Nelavanki,Srinivaspur ,YADGIR
Jangamanahalli,Kysamballi,Bangarpet ,YADGIR
Dodda Kurubarahalli,Itharasanahalli,Kolar ,YADGIR
Karangutta,Kondasettihalli,Malur ,YADGIR
Gonikuppa,Mudigere,Mulbagal ,YADGIR
Lakshmisagara,Nelavanki,Srinivaspur ,YADGIR
Karadiganahalli,Kysamballi,Bangarpet ,YADGIR
Gangarasanahalli,Itharasanahalli,Kolar ,YADGIR
Kempanahalli,Kondasettihalli,Malur ,YADGIR
Jallapalli,Mudigere,Mulbagal ,YADGIR
Manchineellakote,Nelavanki,Srinivaspur ,YADGIR
Kyasamballi,Kysamballi,Bangarpet ,YADGIR
Itharasanahalli,Itharasanahalli,Kolar ,YADGIR
Kondasettihalli,Kondasettihalli,Malur ,YADGIR
Kagginahalli,Mudigere,Mulbagal ,YADGIR
Nambuvaripalli,Nelavanki,Srinivaspur ,YADGIR
Madivala Majara Guttahalli,Kysamballi,Bangarpet ,YADGIR
Krishnarajapura,Itharasanahalli,Kolar ,YADGIR
Kuntanahalli,Kondasettihalli,Malur ,YADGIR
Kakkaladoddi,Mudigere,Mulbagal ,YADGIR
Nelavanki,Nelavanki,Srinivaspur ,YADGIR
Nagalapalli,Kysamballi,Bangarpet ,YADGIR
Nayakarahalli,Itharasanahalli,Kolar ,YADGIR
Nakkanahalli,Kondasettihalli,Malur ,YADGIR
Mallekuppa,Mudigere,Mulbagal ,YADGIR
Pathanelavanki,Nelavanki,Srinivaspur ,YADGIR
Pootharajanahalli,Kysamballi,Bangarpet ,YADGIR
Somasandra,Itharasanahalli,Kolar ,YADGIR
Panamakanahalli,Kondasettihalli,Malur ,YADGIR
Mudigere,Mudigere,Mulbagal ,YADGIR
Sonnapalli,Nelavanki,Srinivaspur ,YADGIR
Thookal,Kysamballi,Bangarpet ,YADGIR
Somasastri Hosur,Itharasanahalli,Kolar ,YADGIR
Pudisettihalli,Kondasettihalli,Malur ,YADGIR
N Chamakalahalli,Mudigere,Mulbagal ,YADGIR
Subbagundlapalli,Nelavanki,Srinivaspur ,YADGIR
Atthigere,Magondi,Bangarpet ,YADGIR
Thondala,Itharasanahalli,Kolar ,YADGIR
Thotagowdana Amanikere,Kondasettihalli,Malur ,YADGIR
N Chowdenahalli,Mudigere,Mulbagal ,YADGIR
Upparapalli,Nelavanki,Srinivaspur ,YADGIR
Bendiganahalli,Magondi,Bangarpet ,YADGIR
Belaganahalli,Huttur,Kolar ,YADGIR
Arinagatta,Kudiyanur,Malur ,YADGIR
Patrahalli,Mudigere,Mulbagal ,YADGIR
Bachuvaripalli,Pulagurkota,Srinivaspur ,YADGIR
Chakkaranahalli,Magondi,Bangarpet ,YADGIR
Holali,Huttur,Kolar ,YADGIR
Byrasandra,Kudiyanur,Malur ,YADGIR
Seegehosahalli,Mudigere,Mulbagal ,YADGIR
Banalapalli,Pulagurkota,Srinivaspur ,YADGIR
Chickkakarapanahalli,Magondi,Bangarpet ,YADGIR
Huthur,Huttur,Kolar ,YADGIR
Chokkapura,Kudiyanur,Malur ,YADGIR
T Kurubarahalli,Mudigere,Mulbagal ,YADGIR
Gangannagaripalli,Pulagurkota,Srinivaspur ,YADGIR
Harohalli,Magondi,Bangarpet ,YADGIR
Kottur Basapura,Huttur,Kolar ,YADGIR
Halkempanahalli,Kudiyanur,Malur ,YADGIR
Thippadoddi,Mudigere,Mulbagal ,YADGIR
Gollapalli S,Pulagurkota,Srinivaspur ,YADGIR
Hirenahalli Guttahalli,Magondi,Bangarpet ,YADGIR
Rasthe Thambihalli,Huttur,Kolar ,YADGIR
Hosakurandahalli Plantation,Kudiyanur,Malur ,YADGIR
Ugani,Mudigere,Mulbagal ,YADGIR
Iladoni,Pulagurkota,Srinivaspur ,YADGIR
Hosakote,Magondi,Bangarpet ,YADGIR
Thambihalli,Huttur,Kolar ,YADGIR
Kudiyanur,Kudiyanur,Malur ,YADGIR
Venkatapura,Mudigere,Mulbagal ,YADGIR
Jannapalli,Pulagurkota,Srinivaspur ,YADGIR
Huvrasanahalli,Magondi,Bangarpet ,YADGIR
Vittappanahalli,Huttur,Kolar ,YADGIR
Kurubarahalli,Kudiyanur,Malur ,YADGIR
Arahalli,Mudiyanur,Mulbagal ,YADGIR
Jeedimakalapalli,Pulagurkota,Srinivaspur ,YADGIR
Kadirenahalli,Magondi,Bangarpet ,YADGIR
Yanadahalli,Huttur,Kolar ,YADGIR
Manisettihalli,Kudiyanur,Malur ,YADGIR
Bestarahalli,Mudiyanur,Mulbagal ,YADGIR
Kamatampalli,Pulagurkota,Srinivaspur ,YADGIR
Magondi,Magondi,Bangarpet ,YADGIR
Basavanatha,Honnenahalli,Kolar ,YADGIR
Marasettihalli,Kudiyanur,Malur ,YADGIR
Chakethimmanadinne,Mudiyanur,Mulbagal ,YADGIR
Kannampalli,Pulagurkota,Srinivaspur ,YADGIR
Ramachandrapura,Magondi,Bangarpet ,YADGIR
Gaddekannur,Honnenahalli,Kolar ,YADGIR
Nariganahalli,Kudiyanur,Malur ,YADGIR
Chikkanadinne,Mudiyanur,Mulbagal ,YADGIR
Kokkantivaripalli,Pulagurkota,Srinivaspur ,YADGIR
Thumatagere,Magondi,Bangarpet ,YADGIR
Honnenahalli,Honnenahalli,Kolar ,YADGIR
Ramapura,Kudiyanur,Malur ,YADGIR
Gujjamarandahalli,Mudiyanur,Mulbagal ,YADGIR
Kotaballapalli,Pulagurkota,Srinivaspur ,YADGIR
Varadapura,Magondi,Bangarpet ,YADGIR
Kallipura,Honnenahalli,Kolar ,YADGIR
Sonnappanahatti,Kudiyanur,Malur ,YADGIR
Gujjanahalli,Mudiyanur,Mulbagal ,YADGIR
Krishnapura,Pulagurkota,Srinivaspur ,YADGIR
Baliganahalli,Marikuppam,Bangarpet ,YADGIR
Kodi Ramasandra,Honnenahalli,Kolar ,YADGIR
Sulikunte,Kudiyanur,Malur ,YADGIR
J Vommasandra,Mudiyanur,Mulbagal ,YADGIR
Lakkavaddipalli,Pulagurkota,Srinivaspur ,YADGIR
